Timestep ; SegregationEntropy
229 ; 0.7782959849686285
230 ; 0.7776910590269452
231 ; 0.7805240406188
232 ; 0.7811629305536674
233 ; 0.7828524424758974
234 ; 0.783106792047708
235 ; 0.7843528391358758
236 ; 0.7866926936982267
237 ; 0.7891734876307682
238 ; 0.78971576159613
239 ; 0.7931216630271651
240 ; 0.7946543583842364
241 ; 0.7959877868938788
242 ; 0.7941668404560451
243 ; 0.7948454882396341
244 ; 0.7959669406519789
245 ; 0.793859670008972
246 ; 0.7939360731340127
247 ; 0.7956649732371438
248 ; 0.7956205191699766
249 ; 0.7969427713108403
250 ; 0.7972788385754451
251 ; 0.7970346181047931
252 ; 0.7955696282413701
253 ; 0.7938203812584719
254 ; 0.7940265525638034
255 ; 0.7944451383130443
256 ; 0.795363810362114
257 ; 0.7963127050081782
258 ; 0.7962875974624927
259 ; 0.7940034182025695
260 ; 0.7939887568211146
261 ; 0.7940790517650028
262 ; 0.7944588071950369
263 ; 0.7956315180220688
264 ; 0.7975710126832938
265 ; 0.7981482891083072
266 ; 0.7982222988754504
267 ; 0.7998334441195918
268 ; 0.7987700724235118
269 ; 0.7995179313485024
270 ; 0.7993379992907774
271 ; 0.7992804517569323
272 ; 0.7986347139370721
273 ; 0.8026975485044038
274 ; 0.8039751743459969
275 ; 0.8036178066446276
276 ; 0.8039036932694321
277 ; 0.8024611399090883
278 ; 0.8045297613095537
279 ; 0.8054772216259003
280 ; 0.8053285706677712
281 ; 0.8069828215528114
282 ; 0.8062753334674903
283 ; 0.8057228184563507
284 ; 0.8072097206398804
285 ; 0.8063176062694786
286 ; 0.8061404285551075
287 ; 0.8053996704368017
288 ; 0.8055449814165196
289 ; 0.8072022021444544
290 ; 0.8074408606825445
291 ; 0.8066695995287214
292 ; 0.8064963026145123
293 ; 0.8062756568011986
294 ; 0.8070509601858222
295 ; 0.8072035248763182
296 ; 0.8081973321474268
297 ; 0.8087136725693022
298 ; 0.8106696659932725
299 ; 0.8115585602810746
300 ; 0.8134034439003754
301 ; 0.8121358548675324
302 ; 0.8130587513095471
303 ; 0.8129895826871402
304 ; 0.8120276207869201
305 ; 0.8129460798580529
306 ; 0.8134895123121729
307 ; 0.8144805519696137
308 ; 0.8147108138791557
309 ; 0.8111666773060484
310 ; 0.8112794258919823
311 ; 0.810807675633846
312 ; 0.8096356779576944
313 ; 0.8093130165036659
314 ; 0.8103597042577428
315 ; 0.8136452543892193
316 ; 0.8134557976770369
317 ; 0.8149552172387602
318 ; 0.8152085856795499
319 ; 0.8148355237014021
320 ; 0.816536789027123
321 ; 0.8172076322781358
322 ; 0.8178805969920507
323 ; 0.8173521630021698
324 ; 0.8161968805278803
325 ; 0.8160269988966838
326 ; 0.8146574162590192
327 ; 0.815756944817644
328 ; 0.815295356961803
329 ; 0.8150521374931583
330 ; 0.8171000607071177
331 ; 0.8170372671474484
332 ; 0.817110617139883
333 ; 0.8153922201097172
334 ; 0.8177875400074622
335 ; 0.819535492327313
336 ; 0.8174436181780568
337 ; 0.817003247656007
338 ; 0.8179650838702878
339 ; 0.8182665920924177
340 ; 0.8179439471679716
341 ; 0.8185077001194967
342 ; 0.8194125564545911
343 ; 0.820856726909747
344 ; 0.8217077705061637
345 ; 0.8207197144669569
346 ; 0.8212079805409538
347 ; 0.820352596129477
348 ; 0.8196666734010917
349 ; 0.8203019247723162
350 ; 0.8216752100486249
351 ; 0.8230648134665177
352 ; 0.8230224578712109
353 ; 0.8223796618327939
354 ; 0.8229991761776521
355 ; 0.8244487911982553
356 ; 0.8243025920378125
357 ; 0.8244203867834171
358 ; 0.8237141609325014
359 ; 0.8236165125323386
360 ; 0.8233369824741898
361 ; 0.823952224870703
362 ; 0.8223211394202508
363 ; 0.8207104436147854
364 ; 0.8211912319415434
365 ; 0.8194941572756829
366 ; 0.8180495394323363
367 ; 0.8183970819449325
368 ; 0.8164661840002125
369 ; 0.8195363717482239
370 ; 0.8203828719875021
371 ; 0.8210107235175563
372 ; 0.8203867519337987
373 ; 0.8213376950268159
374 ; 0.8197845063970725
375 ; 0.8206818675914423
376 ; 0.8212699856954977
377 ; 0.8210825622995134
378 ; 0.8194917759124428
379 ; 0.8185555814862504
380 ; 0.8169684463673936
381 ; 0.8156447874766573
382 ; 0.8178646148702621
383 ; 0.8173922613104384
384 ; 0.8186292563327452
385 ; 0.8177040243169953
386 ; 0.818096194841992
387 ; 0.8179879907137808
388 ; 0.8192729141691778
389 ; 0.8216280977072826
390 ; 0.8207550449293658
391 ; 0.8208899401726497
392 ; 0.8207787437085596
393 ; 0.8200693764884951
394 ; 0.819658952360924
395 ; 0.8186521792165768
396 ; 0.8175742466547968
397 ; 0.8214985421309495
398 ; 0.8213232452257089
399 ; 0.8233090727648968
400 ; 0.8237983478599116
401 ; 0.8218058088533535
402 ; 0.8207033473321153
403 ; 0.8196293686239828
404 ; 0.8194841730602574
405 ; 0.8178629174812833
406 ; 0.819391189367936
407 ; 0.820275239912092
408 ; 0.8205332989624381
409 ; 0.8217525851677097
410 ; 0.8216083068063874
411 ; 0.8220923833320621
412 ; 0.82174035591029
413 ; 0.8228960335992512
414 ; 0.8228949307131992
415 ; 0.8205037036879803
416 ; 0.8212112941044809
417 ; 0.8213299416305683
418 ; 0.8210541095470253
419 ; 0.8208227302505902
420 ; 0.821368135682297
421 ; 0.8206342507713261
422 ; 0.8210070507139601
423 ; 0.8223598431282251
424 ; 0.8212664768677336
425 ; 0.8238209737597877
426 ; 0.8238289498541806
427 ; 0.823009970316062
428 ; 0.8232011610290757
429 ; 0.822786877240671
430 ; 0.8236521508703156
431 ; 0.8241996630802091
432 ; 0.8249774394363101
433 ; 0.8261805890244274
434 ; 0.8269953051361013
435 ; 0.8259073328096914
436 ; 0.8244617547642671
437 ; 0.8249483161714961
438 ; 0.8234626269265704
439 ; 0.8233026224708806
440 ; 0.8227672661294233
441 ; 0.8238702202340721
442 ; 0.8221902950884532
443 ; 0.8250522102580575
444 ; 0.8266913263859659
445 ; 0.8271524588030525
446 ; 0.8267051716115956
447 ; 0.8278003010978474
448 ; 0.8285444552985888
449 ; 0.8283930897282233
450 ; 0.8293026303066856
451 ; 0.8297945247005499
452 ; 0.8291879748398102
453 ; 0.8294286523742743
454 ; 0.8315181292191507
455 ; 0.8325245813786596
456 ; 0.8318193603151081
457 ; 0.8303801182503839
458 ; 0.8298185924600656
459 ; 0.8300568847078081
460 ; 0.8308991136904564
461 ; 0.8308733512807192
462 ; 0.8305637908770638
463 ; 0.830604998375218
464 ; 0.8308027593932998
465 ; 0.8322732980812052
466 ; 0.8319627901035037
467 ; 0.833481547162155
468 ; 0.833145301049613
469 ; 0.8341490203827784
470 ; 0.8342648691997859
471 ; 0.8354590344397326
472 ; 0.8366066980111582
473 ; 0.8359067958839761
474 ; 0.8371413023342859
475 ; 0.8358885730728693
476 ; 0.836199938811198
477 ; 0.8367695398583768
478 ; 0.8372219582268114
479 ; 0.8356264984763555
480 ; 0.8362942103172502
481 ; 0.8366518781009413
482 ; 0.8375659433212971
483 ; 0.8378882614322333
484 ; 0.840914878150476
485 ; 0.839636641670237
486 ; 0.8403249395556464
487 ; 0.8410446787863106
488 ; 0.8398186746687735
489 ; 0.8397691380809779
490 ; 0.8412924719604302
491 ; 0.8397834288370161
492 ; 0.8395606006402414
493 ; 0.8403486841545852
494 ; 0.8410375132897694
495 ; 0.8418512880448639
496 ; 0.8409707958828776
497 ; 0.8396802490069339
498 ; 0.8402895458582167
499 ; 0.8363507926937815

Initial Segregation Entropy: 0.2654504818106098
Final Segregation Entropy: 0.8363507926937815

Maximum Segregation Entropy: 0.8418512880448639
Minimum Segregation Entropy: 0.2654504818106098
